ingr_descr_eng,foodex2_ingr_code,ingr_code
"Infant cereals, milk-based, liquid pap ""Multicereals, >6 months, Continente""",A0BZF#F04.A03QR$F04.A003Y$F04.A002Q$F04.A003F$F04.A002Y$F04.A003J$F04.A002L$F04.A003T$F04.A002T$F04.A03BY$F09.A0EXD$F09.A0EXA$F09.A0EXN$F09.A0EXZ$F09.A0EXM$F09.A0EXL$F09.A0EXV$F09.A0EXT$F09.A0EXK$F09.A0EXY$F09.A0EXS$F09.A0EXX$F09.A0EXQ$F09.A0EXR$F09.A0EXP,60604009
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501038
Cone wafer for icecream,A0BYR,120200046
"Cow milk powder, skimmed",A02PL,50200009
"Simple cereals Nestlé, Cerelac ""1ª Papa"" maize and rice, >4 months, reconstituted with whole milk",A0BZE,999900230
"Vitamins supplement, powder, sachet or granules",A03SL#F03.A06JD,200200103
"Turkey, leg with skin, stewed with margarine",A01SQ#F02.A07XQ$F04.A0F1G$F20.A07QQ$F28.A07GM,70303012
Fresh stuffed pasta,A007T,60200023
Salted tuna,A0EYT#F27.A02DX,80200139
"Cereals Blédina, pears and apples, 6-36 months, reconstituted with water",A0BZF,999900187
Milk-based drink,A02MP,50200021
"Multivitamin and mineral supplements, soft capsule",A03SN#F03.A0CED,200203306
Energy drink,A03GA,130300034
"Cashew nuts, toasted with added salt",A014H#F04.A042P$F28.A07HC,40300015
Tree nuts,A014C,40300003
Herrings,A02DE,80200031
"Chocolate cake, like Kinder Delice",A00BG#F28.A07MA,110300041
Coffee espresso,A03KB,130401013
Oat bread,A0BY0#F04.A000G,60301057
Strawberry mousse,A04NS#F02.A16FG,50900008
"Multivitamin and mineral supplements, liquid",A03SN#F03.A06JL,200203301
Plain cakes,A00CJ,999900333
Cider,A03ND,140200018
"Vitamin C, ascorbic acid, powder, sachet or granules",A03SL#F04.A0EXN$F03.A06JD,200201301
"Grouper, boiled",A0FAS#F28.A07GL,80200082
"Infant cereals, milk-based ""Multigrains, honey and biscuits, +6 months, Nutribén""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A000T$F04.A000G$F04.A032H$F04.A02PL$F04.A06VT$F04.A033J$F04.A009V$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM$F09.A0EXD,60601007
"Nectar, light, strawberry and apple",A03BL#F04.A01EA$F04.A01DJ$F10.A0CRG,130200024
Garlic puree,A00ZM,150500039
"Infant cereals, non milk-based, ""Hero baby multicereals wit spelt, Hero""",A03QY#F27.A001N$F27.A001P$F27.A001R$F27.A001D$F27.A000T$F27.A000G$F27.A000P$F27.A001K$F27.A001L$F08.A033J$F09.A0EXH$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXX$F09.A0EXS$F09.A0EXY$F09.A0EXZ$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXP,60602022
Cereal flakes with quinoa,A0F4Q#F27.A000R,60400047
"Cow, loin, low fat, roasted without sauce",A01QX#F10.A077C$F28.A07GY,70202048
Bananas and similar-,A04JS#F04.A007A$F04.A031G$F28.A07GR,999900010
"Bread, wheat germ",A004X#F04.A004Q,60301024
Fish roe,A02EM,80400004
"Vitamin C, ascorbic acid, tabs or capsules",A03SL#F04.A0EXN$F03.A06JH,200201304
Tarragon,A00YP,150400034
White sauces,A0F1N,999900026
Tamarind,A019J,40200078
"Infant cereals, non milk-based ""muesli, >6 months, Holle""",A03QY#F04.A00EK,60604014
"Cereals Pingo Doce, milk flour, reconstituted with water",A0BZF,999900198
"Wreckfish, boiled",A0FAS#F28.A07GL,80200070
"Infant formula, based on protein hydrolysates, powder",A03QD,50503013
"Biscuits, spelt meal",A00AC,120200053
"Vitamin D3, liquid",A03SL#F04.A0EXM$F03.A06JL,200201901
Chards,A00MX,20200002
Alfalfa sprouts,A00SH,20900007
Pasta,A007E,60200001
"Coconut, dried",A0F0N#F27.A014K,40300018
Cashew nuts,A014H,40300013
Vanilla pods extract,A047F,150400039
"Vitamin E, alpha-tocopherol, tabs or capsules",A03SL#F04.A0EXL$F03.A06JH,200200402
"Cow for roast, roasted",A01QX#F28.A07GY,70202040
"Silver scabbardfish, raw",A0FBG#F01.A09QT,80200104
"Multivitamins, minerals, royal jelly and pollen, liquid",A03TC#F04.A0EVG$F04.A0EVF$F04.A0CVH$F04.A0CVG$F03.A06JL,200203601
Mustard and related sauces,A044G,999900011
"Cow for roast, roasted",A01QX#F28.A07GY,70201003
Cocktail drink,A03PN,140100001
"Pig, leg, full fat, raw",A01RG#F02.A07XQ$F10.A077A,70204028
"Infant cereals, milk-based ""8 cereals and honey, +6 months, Nutribén""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A000T$F04.A000G$F04.A0D9S$F04.A001L$F04.A032H$F04.A02PL$F04.A06VT$F04.A033J$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK,60601006
"Broth, fish",A0B9H,160100006
Oat cereal bars,A00EY#F04.A000G,60400035
"Soy lecithin, soft capsule",A03SV#F04.A012F$F03.A0CED,200204601
Nougat,A035D,110400008
"Fish oil, soft capsule",A03SX#F04.A038M$F03.A0CED,200203901
"Chlorella, tabs or capsules",A03ST#F03.A06JH,200207901
"Ginseng, powder, sachet or granules",A03SS#F04.A0D0X$F03.A06JD,200205901
"Infant formula, milk-based, powder",A03QA,50505002
"Infant formula, Aptamil Confort 1, Aptamil, reconstituted",A03QF,999900139
Textured soy protein,A03TF,70700003
"Iodine, potassium iodide, powder, sachet or granules",A03SM#F04.A0EXJ$F04.A0EXA$F03.A06JD,200206401
"Folic acid and iron, power, sachet or granules",A03SN#F04.A0EXQ$F04.A0EXD$F03.A06JD,200201201
Pig fresh meat,A01RG,70204032
Sweet bread with pumpkin,A00AP#F04.A00KH,120100011
Yam,A010D,10100004
"Hyperproteic supplement, liquid",A03SE#F03.A06JL,200208001
"Biscuits, gluten free, lactose free",A009X#F10.A0B8L$F10.A0CQD,120200037
Calf fresh meat,A01QY,70203005
Semolina,A0ETL,60100026
Sponge cake,A00AQ#F04.A010C,999900012
"Wheat and rice cereal flakes, with almonds and honey",A00EM#F04.A014D$F04.A033J$F27.A001M$F27.A001D,60400020
Cooked pear with wine,A01DP#F04.A03MX$F04.A03NL$F28.A07GL,999900044
"Follow-on, milk-based, powder, lactose free",A03QL#F10.A0CQD,50506003
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501035
"Follow-on formula, milk-based, powder, 1-3 years, with cookies",A03QL#F04.A009X$F23.A07TK,50501044
"Selenium, vitamin A, vitamin E, vitamin C and zinc, tabs or capsules",A03SN#F04.A0EXZ$F04.A0EXN$F04.A0EXL$F04.A0EXE$F04.A0EVZ$F03.A06JH,200202801
"Peanuts, like M&M's",A015H#F28.A07HP$F28.A07HN,110400026
"Wheat bread, wholemeal with soya",A005E#F04.A0DCH,60301008
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501036
"Cereals Holle, biologic banana, reconstituted with water",A0BZF,999900037
"Infant formula, Aptamil PDF, Aptamil, reconstituted",A03QF,999900137
Fish paste or surimi,A02KE,80400011
Maize semolina,A16EQ,999900350
"Veal liver, fried, without sauce",A01XH#F28.A07GS,70600025
"Cheese, Nisa",A02VV,50800044
Guavas,A0CGD,40200062
"Gluten free bread, brown",A005T,60301037
"Beta-carotene, soft capsules",A03SL#F04.A0EVN$F03.A0CED,200200301
"Burger, tofu",A03TT#F28.A07KY,70700004
"Infant formula, Nidina Expert 1, Nestlé, reconstituted",A03QF,999900065
"Cereals Auchan, milk flour, > 6 months, reconstituted with water",A0BZF,999900202
"Wheat bread, wholemeal with raisins",A005E#F04.A01ME,60301009
Fried eggs,A032C,999900349
"Biscuits, without added sugar",A009V#F10.A077K,120200054
"Canned chiken, rice and vegetables",A03RF#F04.A04DS$F04.A07XJ$F04.A001D,70100002
Fruit cake,A00BA#F04.A01BY,999900013
Semolina,A0ETL,60100037
Sour cream,A02NB,51001010
"Spirulina, powder, sachet or granules",A03ST#F03.A06JD$F04.A00VP,200208401
"Follow-on formula, based on protein hydrolysates, powder",A03QP,50502011
"Chicken, neck",A01SP#F02.A06AH,70302049
Ready-to-eat fruit-based meal for children,A03RJ#F04.A01LF$F04.A01DJ$F04.A00QH,999900015
Sauce from cooking meat,A16BR,150201002
"Meal replacements for weight reduction, milk-shake",A03RV#F03.A06JL,170302003
"Chocolate, tablet, like Toblerone",A034J#F04.A033J$F04.A035S$F04.A014D,110300032
"Lecithin, tabs or capsules",A03SV#F03.A06JH,200202901
"Cake ""Brisas de lis""",A00AP,999900352
"Infant formula, regular, reconstituted",A03QE,999900057
"Infant formula, milk-based, powder",A03QA,50503002
Dried pasta from spelt grain,A007L#F04.A001R,60200064
"Calcium, n.e.",A03SM#F04.A0EXH,200201601
"Cocktail drink, without alcohol",A03PN#F10.A0C0V,130100001
"Sole, fried",A02AT#F28.A07GS,80200092
"Selenium, tabs or capsules",A03SM#F04.A0EVZ$F03.A06JH,200202601
"Coenzyme Q10, tabs or capsules",A03SZ#F03.A06JH,200205101
"Follow-on formula, milk-based, powder",A03QL,50505008
"""Burning Fat"", CLA, green tea and carnipure, tabs or capsules",A03SV#F03.A06JH$F23.A07TT,200205402
"Radishes, raw",A00QV,20400008
"Infant cereals, non milk-based, ""Babybio cereals cocoa, >8 months, Babybio""",A03QY#F27.A001D$F27.A000R$F04.A047E$F04.A03HG$F09.A0EXY,60602032
"Quark, semi-skimmed",A02QK#F10.A077G,50700005
"Various pastry, ""Churro"" with chocolate",A16FY#F04.A0C6P$F28.A07MA,120100019
"Liqueur, sour cherry",A03NT#F04.A01GH,140700019
"Cream, plain",A02ML,51001008
Okra,A00JF,20300023
"Rainbow trout, grilled",A029N#F28.A07GZ,80200051
"Cheese, roquefort",A030K,50800041
Sour cherries,A01GH,40200030
Unsweetened spirits,A03PD,140500001
Canned mussel,A0BZ5#F27.A02HF,80100012
Butter with garlic,A039C#F04.A00GZ,100200005
"Cereal bars, with oil seeds",A00FA#F04.A0EZH,60400041
"Blood-type sausage, grilled, with added salt",A025S#F10.A0CJK$F28.A07GZ,70500056
"Table salt, iodised",A042R#F28.A07LA,150500036
"Minteral water, carbonated",A03DS,130500008
"Juice, concentred fruit, pineapple",A16MR,130200030
"Herbal formulations and plant extracts, ampoule",A03SS#F03.A06JL,200207505
Cheese curd,A0CRN,50700009
"Duck, without skin, stewed with margarine",A01SR#F04.A0F1G$F20.A07QR$F28.A07GM,70304007
"Pate, homemade, poultry, liver",A026M#F04.A01XY,70500044
Lamb's lettuces,A00KT,20200011
"Clams, boiled",A02HA#F28.A0BA1,80300006
"Turnip tops, raw",A00LY,20200024
Liqueur,A03NS,140700006
Melon seeds,A0DBE#F01.A05DP,40300031
"Multivitamin and mineral supplements, powder, sachet or granules",A03SN#F03.A06JD,200203302
"Cream, plain, lactose free",A02ML#F10.A0CQD,51001015
Tuna and olives pâté,A0EYV#F04.A01BQ$F04.A02DX,80400024
"Juice, 100% fruit, peach and grape",A03AP#F27.A01GM$F27.A01DX,130200038
Cottage cheese,A02QG,50700012
"Rubberlip grunt, boiled",A029V#F01.A0QSR$F28.A07GL,80200102
"""Burning Fat"", CLA, green tea and carnipure, soft capsules",A03SV#F03.A0CED$F23.A07TT,200205401
Limes,A01CA,40200047
Cachaça,A0CSC#F27.A010V,140500011
Shellfish,A0BZ4#F26.A07XD,80300001
Limpet,A02GV,80300027
"Duck, without skin, roasted with margarine",A01SR#F04.A0F1G$F20.A07QR$F28.A07GY,70304009
"Jam, sour cherry",A01NE,110200016
"Cromium, tabs or capsules",A03SM#F03.A06JH,200208101
"Omega-3 fatty acids, EPA and DHA, liquid",A03SX#F04.A0EVV$F03.A06JL,200209401
"Multivitamin and mineral supplements, drops",A03SN#F03.A06JL,200203308
"Soft drink, like Ginger Ale",A03FX#F04.A06NY$F28.A07JN,130300028
"Meat imitates, burguer",A03TE#F28.A07KY,70700005
Blue shark,A0FBQ,80200134
"Rubberlip grunt, raw",A029V#F01.A0QSR,80200100
Soya based dessert,A04NS#F04.A0DBM,50400005
"Meatballs, vegetarian",A03TE,70700021
"Vitamins supplement, soft capsules",A03SL#F03.A0CED,200200105
"Vitamin B12, B6 and B1, tabs or capsules",A03SL#F04.A0EXY$F04.A0EXS$F04.A0EXP$F03.A06JH,200200601
Poppy seeds,A015J,40300035
"Glutamine, powder, sachet or granules",A03SY#F03.A06JD,200208201
Smoked salmon pâté,A0EYV#F04.A0C75$F28.A07JV,80400019
"Cow, ox or bull fresh meat",A01QX,70202023
Linseed flour,A015G#F28.A0C0A$F03.A07Y2,60100044
Dried strawberry,A01MA#F27.A01EA,40200086
"Pecans, without husks",A014N#F20.A07QZ,40300043
"Biscuits, like All-Bran, chocolate",A009V#F04.A002C$F04.A0EQS,120200051
"Largemouth bass, raw",A026Z,80200137
Partridge,A01SY,70400005
"Pig, loin, roasted with vegetable oil and margarine",A01RG#F04.A0F1G$F04.A036N$F28.A07GY,70204051
Deer,A01SA,70400002
"Goat milk, raw",A02MB,50200002
Litchis,A01JV,40200072
"Isotonic drink, orange",A03GB#F04.A06RR,130300025
"Alcoholic drink, ""Ãgua-pÃ©""",A03NC#F10.A06HT,140200021
"Pasta, gluten free",A008B,60200004
"Infant cereals, milk-based ""Cerelac, +6 months, NestlÃ©""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A032H$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601009
"Hyperproteic supplement, tabs or capsules",A03SE#F04.A03SY$F03.A06JH,200209002
"Hyperproteic supplement, powder",A03SE#F04.A03SY$F03.A06JD,200209001
"Herbal formulations and plant extracts, sachet or granules",A03SS#F03.A06JD,200207503
"Soluble and insoluble fiber, tabs or capsules",A03SR#F03.A06JH,200208301
"Complex B vitamins, tabs or capsules",A03SL#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F03.A06JH,200203702
"Simple cereals NestlÃ©, Cerelac, >6 months, reconstituted with whole milk",A0BZE,999900242
"Ice cream, soya based",A02QB#F04.A03TJ,51102002
Dried apricots,A01MD,40200070
"Cereals NestlÃ©, Cerelac, >6 months, reconstituted with water",A0BZF,999900178
"Simple cereals NutribÃ©n, wheat flakes and fruits, Breakfast, +12 months, reconstituted with whole milk",A0BZE,999900227
"Infant cereals, milk-based ""Cerelac 5 fruits, +6 months, NestlÃ©""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01QF$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601010
"Quail, meat with skin",A01TB#F20.A07QQ,70400009
"Liqueur, BeirÃ£o",A03NV,140700018
Purslanes,A00MP,20200021
"Infant cereals, non milk-based, ""Cerelac to be reconstituted with milk, >6 months, NestlÃ©""",A03QY#F27.A001N$F04.A06VT$F04.A02PJ$F08.A032H$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXN$F09.A0EXL$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM,60602013
"Duck, leg",A01SR#F02.A07XQ,70304004
Sweet bread with cottage cheese,A00AP#F04.A02QG,120100012
"Infant cereals, milk-based ""Cerelac pear, +6 months, NestlÃ©""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601012
"Simple cereals NestlÃ©, Cerelac yoghurt apple pear, >8 months, reconstituted with whole milk",A0BZE,999900248
Rusk with parsley,A006M#F04.A00YE,180100003
Cheese balls,A06HL#F04.A02QE,180100005
"Chicken, leg without skin",A01SP#F02.A07XQ$F20.A07QR,70302007
Shortcrust with chickpeas,A00BV#F04.A013M,120100047
Dairy desserts spoonable,A02PV#F04.A0EQD,999900014
"Protein/Aminoacids supplements, Glucosamine Chondroitine, tabs or capsules",A03SV#F03.A06JH,200207001
"Follow-on formula, Aptamil Junior 5, Aptamil, reconstituted",A03QR,999900086
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501033
"Infant cereals, non milk-based, ""Cerelac biscuits, >6 months, NestlÃ©""",A03QY#F27.A001D$F27.A001N$F27.A000P$F27.A000T$F27.A001K$F27.A001L$F27.A001B$F27.A000G$F04.A06VT$F04.A03RA$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXN$F09.A0EXL$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM,60602012
"Muesli, gluten free",A00EJ#F10.A0B8L,60400026
"Complex B vitamins, injectable",A03SL#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F03.A06JL,200203703
Whey protein,A03SY#F04.A02PS,200100091
Candied fruits,A01PS,110100001
"Soft drink, blackcurrant, with gas",A03ED#F28.A07JN,130300016
"Dairy dessert, lactose free",A02PV#F10.A0CQD,50900024
"Follow-on formula, Nidina Expert 2, NestlÃ©, reconstituted",A03QR,999900079
"Cereals NutribÃ©n, apple, +4 months,  reconstituted with water",A0BZF,999900171
"Infant formula, Nidina Expert 1, NestlÃ©, reconstituted",A03QF,999900065
"Cereals NestlÃ©, Cerelac 5 fruits, >6 months, reconstituted with water",A0BZF,999900179
"Follow-on formula, NAN 2, NestlÃ©, reconstituted",A03QR,999900077
Pig fresh meat,A01RG,70204034
"Simple cereals NestlÃ©, Cerelac ""1Âª Papa"" maize and rice, >4 months, reconstituted with follow-on formula",A0BZE,999900228
"Cereals NestlÃ©, Cerelac pear, >6 months, reconstituted with water",A0BZF,999900181
"Infant cereals, non milk-based, ""Cerelac, first maize and rice flour, >4 months, NestlÃ©""",A03QY#F27.A001D$F27.A000T$F04.A06VT$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXM$F09.A0EXD$F09.A0EXE$F09.A0EXA,60602009
"Follow-on formula, Aptamil HA 2, Aptamil, reconstituted",A03QV,999900104
"Infant cereals, milk-based "">6 months, Auchan""",A03QZ#F04.A001N$F04.A032H$F04.A02PL$F04.A0BSL$F04.A047B$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXZ$F09.A0EXY$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXP$F09.A0EXD$F09.A0EXX$F09.A0EXR$F09.A0EXE,60601033
"Infant cereals, milk-based",A03QZ#F04.A02PL,60601030
"Juice, 100% fruit, tomato",A03CJ,130200040
"Biscuits, waffer, strawberry flavour",A0BYR#F04.A06TV,120200014
"Infant cereals, milk-based ""8 cereals and 4 fruits, +6 months, NutribÃ©n""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A000T$F04.A000G$F04.A0D9S$F04.A001L$F04.A01GM$F04.A01GF$F04.A04JS$F04.A032H$F04.A02PL$F04.A03CA$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ,60601005
"Follow-on formula, milk-based, powder, 1-3 years",A03QL#F23.A07TK,50501039
"Infant cereals, milk-based ""8 cereals and honey, +6 months, NutribÃ©n""",A03QZ#F04.A001D$F04.A001N$F04.A001K$F04.A000P$F04.A000T$F04.A000G$F04.A0D9S$F04.A001L$F04.A032H$F04.A02PL$F04.A06VT$F04.A033J$F09.A0EXH$F09.A0EXG$F09.A0EXD$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXX$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK,60601006
"Simple cereals NestlÃ©, Cerelac biscuits, >6 months, reconstituted with whole milk",A0BZE,999900239
"Biscuits, soy",A009V#F04.A0DCH,120200029
"Cheese, serpa",A02RP,50800038
"Soyabeans, boiled",A0DCH#F28.A07GL,30100028
"Follow-on formula, milk-based, powder",A03QL,50505009
"Bun ""PÃ£o de Deus""",A00BL#F04.A014K,120100044
"Cod liver oil, tabs or capsules",A03SV#F04.A038Q$F03.A06JH,200204102
"Spirulina, tabs or capsules",A03ST#F03.A06JH$F04.A00VP,200208402
Cottage cheese,A02QG,50700013
"Sauce, yoghurt and cucumber, tzatziki",A045K#F04.A02NE$F04.A00JM,150203010
"Cereals NutribÃ©n, 8 cereals e 4 fruis, +6 months, reconstituted with water",A0BZF,999900174
"Infant cereals, non milk-based, ""First pap, +4 months, NutribÃ©n""",A03QY#F27.A000T$F27.A001D$F08.A032H$F04.A0BSL$F04.A06VT$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602002
"Cereals NutribÃ©n, 8 cereals and honey, +6 months, reconstituted with water",A0BZF,999900175
"Yoghurt, cow milk, spoonable creamy, full fat",A02NF#F03.A0CEE$F10.A077A,50600016
"Simple cereals NestlÃ©, Cerelac biscuits, >6 months, reconstituted with human milk",A0BZE,999900238
"Ice cream, cheesecake",A02QA#F04.A00AS,51101028
Chocolate cake,A00BG#F10.A0B8L,999900017
Powder for instant soup,A043F,150500023
"Collagen, tabs or capsules",A16EN#F03.A06JH,200208701
"Creatine, tabs or capsules",A0F4P#F03.A06JH,200207801
"Cereals NestlÃ©, Cerelac apple, >6 months, reconstituted with water",A0BZF,999900180
"Canned anchovie, fillets",A0FCA,80100007
"Atlantic mackerel, raw",A02DT,80200126
"Rye drink, milk imitate",A03TN,50400011
Yeast extract,A043P,150500016
"Mixed alcoholic drinks, ""PanachÃ©""",A03MB#F04.A03FF,140100005
"Vitamin B2, riboflavin, tabs or capsules",A03SL#F04.A0EXX$F03.A06JH,200200801
"Chocolate, like Mon Cherrie",A034Q#F04.A01GG$F04.A03NT,110300021
"Saponins, tabs or capsules",A03SS#F03.A06JH,200208501
Oat flour,A002Y,60100045
"Multivitamins supplement, powder, sachet or granules",A03SL#F03.A06JD,200203103
"Folic acid and iron, ampoule",A03SN#F04.A0EXQ$F04.A0EXD$F03.A06JL,200201204
"Infant cereals, milk-based ""Cerelac apple, +6 months, NestlÃ©""",A03QZ#F04.A001N$F04.A02PL$F04.A06VT$F04.A0BSL$F04.A01MC$F04.A06KB$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXY$F09.A0EXT$F09.A0EXZ$F09.A0EXS$F09.A0EXK$F09.A0EXQ$F09.A0EXR$F09.A0EXM$F09.A0EXH$F09.A0EXD$F09.A0EXA$F09.A0EXE,60601011
"Follow-on formula, NAN 3, NestlÃ©, reconstituted",A03QR,999900078
"Follow-on formula, milk-based, powder",A03QL,50501023
"Pate, crab",A02FL#F03.A06JF,80400027
"Infant cereals, non milk-based, ""My first multicereals Junior, 12-36 months, Bledina""",A03QY#F27.A001N$F27.A001K$F27.A000P$F27.A000T$F27.A001D$F04.A06VT$F08.A032H$F09.A0EXH$F09.A0EXN$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM$F09.A0EXL$F09.A0EXD$F09.A0EXA$F09.A0EXT$F09.A0EXK$F09.A0EXR$F09.A0EXP,60602017
"Simple cereals NestlÃ©, Cerelac yoghurt 8 cereals, >8 months, reconstituted with whole milk",A0BZE,999900245
"Pig liver, grilled",A01XJ#F28.A07GZ,70600019
"Cereals BlÃ©dina, biscuits, 6-36 months, reconstituted with water",A0BZF,999900184
"Infant cereals, non milk-based, ""Cerelac 8 cereals and honey, >6 months, NestlÃ©""",A03QY#F27.A001D$F27.A001N$F27.A000P$F27.A000T$F27.A001K$F27.A001L$F27.A001B$F27.A000G$F08.A033J$F04.A06VT$F09.A0EXH$F09.A0EXD$F09.A0EXE$F09.A0EXA$F09.A0EXN$F09.A0EXL$F09.A0EXV$F09.A0EXY$F09.A0EXZ$F09.A0EXS$F09.A0EXQ$F09.A0EXM,60602011
"Infant formula, milk-based, powder",A03QA,50503004
"Cereals BlÃ©dina, rice, 4-36 months, reconstituted with water",A0BZF,999900190
"Simple cereals NestlÃ©, Cerelac, >6 months, reconstituted with follow-on formula",A0BZE,999900240
"Follow-on formula, NutribÃ©n growth 3, NutribÃ©n, reconstituted",A03QR,999900089
"Cake, like ManhÃ£zito",A00BL#F04.A0EQD,120100029
"Follow-on formula, Novalac N2, Novalac, reconstituted",A03QR,999900070
"Infant formula, NutribÃ©n Natal A.R. 1, Novalac, reconstituted",A03QF,999900123
"Infant formula, NAN Confort 1, NestlÃ©, reconstituted",A03QF,999900141
"Infant cereals, non milk-based, ""Multifruits, +4 months, NutribÃ©n""",A03QY#F27.A000T$F27.A001D$F04.A01DJ$F04.A01DP$F04.A04JS$F08.A032H$F04.A0BSL$F04.A06VT$F04.A03CA$F09.A0EXH$F09.A0EXG$F09.A0EXN$F09.A0EXV$F09.A0EXL$F09.A0EXT$F09.A0EXY$F09.A0EXS$F09.A0EXZ$F09.A0EXQ$F09.A0EXK$F09.A0EXR$F09.A0EXM,60602003
"Follow-on formula, NuribÃ©n follow-up 2, NutribÃ©n, reconstituted",A03QR,999900073
"Follow-on formula, Miltina 2, Miltina, reconstituted",A03QR,999900076
"Cereals NestlÃ©, Cerelac banana orange, >6 months, reconstituted with water",A0BZF,999900182
"Follow-on formula, NAN H.A.2, NestlÃ©, reconstituted",A03QV,999900107
Dairy desserts spoonable,A02PV#F04.A00KF$F04.A02ML,999900018
"Follow-on formula, NAN Confort 2, NestlÃ©, reconstituted",A03QR,999900146
"Multivitamins, minerals and folic acid, liquid",A03SN#F04.A0EXQ$F03.A06JL,200203401
"Wine, rosÃ©",A03MY,140200009
"Canned mackerel, in vegetable oil",A0EYR#F06.A06XL$F27.A02CN,80100016
"Ice cream, dessert, ""RomÃ¢ntica"" type",A02QA#F04.A035A$F04.A0EQD$F04.A01QF$F04.A009V,51101009
"Complex B vitamins, ampoule",A03SL#F04.A0EXY$F04.A0EXX$F04.A0EXV$F04.A0EXT$F04.A0EXS$F04.A0EXR$F04.A0EXQ$F04.A0EXP$F03.A06JL,200203704
"Soft drink, with gas, like guaranÃ¡",A03EA#F04.A06PG,130300039
Sponge cake,A00AP,999900328
Almond cakes,A00AP#F04.A014D,999900342
"Magnesium and vitamin B6, tabs or capsules",A03TC#F04.A03SY$F04.A0EXS$F04.A0EXF$F03.A06JH,200202202
